team,opponent,wins,losses
farm-simulator-2014,something-fun,6,87
farm-simulator-2014,the-goldman-clause,60,33
farm-simulator-2014,the-bagelers,2,73
farm-simulator-2014,null,76,0
farm-simulator-2014,nurv,33,0
farm-simulator-2014,gg-no-re,31,0
farm-simulator-2014,linymf,29,0
farm-simulator-2014,paper-pumpkin-posse,12,81
farm-simulator-2014,bojibbles,47,5
farm-simulator-2014,u-w0t-m8,61,1
farm-simulator-2014,the-great-dequeue-tree,30,0
farm-simulator-2014,failedtomakeateamname_2jpg,69,3
farm-simulator-2014,rest-in-pepperonis,31,0
farm-simulator-2014,oversized-grow-lamp,2,81
farm-simulator-2014,the-ladder-dwellers,44,0
farm-simulator-2014,sudo-team,33,0
farm-simulator-2014,one-man-down,39,6
farm-simulator-2014,ratchet-rockers,44,0
farm-simulator-2014,420_cultivate_it,44,0
farm-simulator-2014,farally,34,0
farm-simulator-2014,we-came-for-the-food,33,36
farm-simulator-2014,lumate,28,1
farm-simulator-2014,the-ancients-are-at-mac-ten-spittin,69,0
farm-simulator-2014,petey-piranha,48,18
farm-simulator-2014,teem-bahd-spelers,0,80
farm-simulator-2014,little-team-of-horrors,37,0
farm-simulator-2014,cognitive-play,11,55
farm-simulator-2014,team-gen-knoxx,16,0
farm-simulator-2014,mendelian-nightmare,31,28
farm-simulator-2014,golbat-plants,23,46
farm-simulator-2014,we-came-for-the-shirts,54,0
farm-simulator-2014,the-square-roots,42,53
farm-simulator-2014,7-liters-of-darkness,73,11
farm-simulator-2014,the-casuals,21,0
farm-simulator-2014,tbredblacktree,51,2
farm-simulator-2014,the-deku-scrubs,20,74
cognitive-play,kingdom-of-afternoon-naps,53,0
cognitive-play,noobcoder,33,2
cognitive-play,the-mad-robotanists,20,76
cognitive-play,chios,41,1
cognitive-play,wut,36,1
cognitive-play,420_cultivate_it,54,1
cognitive-play,binary-tree-stars,53,2
cognitive-play,nausicaa,21,52
cognitive-play,golbat-plants,36,70
cognitive-play,needs-review,51,34
cognitive-play,something-fun,88,2
cognitive-play,the-goldman-clause,40,33
cognitive-play,the-bagelers,75,0
cognitive-play,null,48,2
cognitive-play,nurv,30,0
cognitive-play,gg-no-re,27,4
cognitive-play,linymf,37,0
cognitive-play,teem-bahd-spelers,63,43
cognitive-play,bojibbles,30,3
cognitive-play,u-w0t-m8,60,9
cognitive-play,the-great-dequeue-tree,36,2
cognitive-play,failedtomakeateamname_2jpg,49,8
cognitive-play,rest-in-pepperonis,41,2
cognitive-play,the-ladder-dwellers,34,2
cognitive-play,sudo-team,27,4
cognitive-play,one-man-down,41,0
cognitive-play,ratchet-rockers,39,1
cognitive-play,farm-simulator-2014,55,11
cognitive-play,farally,42,1
cognitive-play,lumate,45,2
cognitive-play,we-came-for-the-food,5,83
cognitive-play,the-ancients-are-at-mac-ten-spittin,49,15
cognitive-play,mendelian-nightmare,48,9
cognitive-play,paper-pumpkin-posse,3,103
cognitive-play,little-team-of-horrors,33,0
cognitive-play,team-gen-knoxx,25,1
cognitive-play,petey-piranha,22,54
cognitive-play,oversized-grow-lamp,3,84
cognitive-play,we-came-for-the-shirts,56,2
cognitive-play,the-square-roots,29,50
cognitive-play,7-liters-of-darkness,47,9
cognitive-play,the-casuals,26,1
cognitive-play,tbredblacktree,28,2
cognitive-play,the-deku-scrubs,14,95
team-gen-knoxx,noobcoder,65,14
team-gen-knoxx,kingdom-of-afternoon-naps,31,23
team-gen-knoxx,the-mad-robotanists,0,17
team-gen-knoxx,the-casuals,104,10
team-gen-knoxx,chios,7,62
team-gen-knoxx,wut,21,58
team-gen-knoxx,binary-tree-stars,2,31
team-gen-knoxx,nausicaa,0,22
team-gen-knoxx,needs-review,0,9
team-gen-knoxx,something-fun,0,34
team-gen-knoxx,the-goldman-clause,0,10
team-gen-knoxx,the-bagelers,0,41
team-gen-knoxx,null,0,53
team-gen-knoxx,nurv,23,71
team-gen-knoxx,gg-no-re,61,38
team-gen-knoxx,linymf,11,62
team-gen-knoxx,teem-bahd-spelers,0,24
team-gen-knoxx,bojibbles,13,70
team-gen-knoxx,u-w0t-m8,0,31
team-gen-knoxx,the-great-dequeue-tree,17,75
team-gen-knoxx,failedtomakeateamname_2jpg,0,29
team-gen-knoxx,rest-in-pepperonis,25,56
team-gen-knoxx,oversized-grow-lamp,0,9
team-gen-knoxx,the-ladder-dwellers,26,65
team-gen-knoxx,sudo-team,19,54
team-gen-knoxx,one-man-down,0,34
team-gen-knoxx,ratchet-rockers,4,62
team-gen-knoxx,420_cultivate_it,0,59
team-gen-knoxx,farally,13,55
team-gen-knoxx,we-came-for-the-food,23,33
team-gen-knoxx,lumate,99,0
team-gen-knoxx,the-ancients-are-at-mac-ten-spittin,0,34
team-gen-knoxx,mendelian-nightmare,0,44
team-gen-knoxx,paper-pumpkin-posse,0,11
team-gen-knoxx,little-team-of-horrors,0,61
team-gen-knoxx,cognitive-play,1,25
team-gen-knoxx,petey-piranha,1,39
team-gen-knoxx,golbat-plants,0,20
team-gen-knoxx,we-came-for-the-shirts,7,42
team-gen-knoxx,the-square-roots,0,11
team-gen-knoxx,7-liters-of-darkness,1,21
team-gen-knoxx,farm-simulator-2014,0,16
team-gen-knoxx,tbredblacktree,12,42
team-gen-knoxx,the-deku-scrubs,0,12
petey-piranha,kingdom-of-afternoon-naps,35,12
petey-piranha,noobcoder,32,1
petey-piranha,the-mad-robotanists,0,74
petey-piranha,chios,51,4
petey-piranha,wut,47,1
petey-piranha,binary-tree-stars,19,34
petey-piranha,nausicaa,0,83
petey-piranha,the-goldman-clause,4,54
petey-piranha,something-fun,53,30
petey-piranha,needs-review,5,58
petey-piranha,the-bagelers,40,21
petey-piranha,null,43,8
petey-piranha,nurv,41,2
petey-piranha,gg-no-re,40,4
petey-piranha,linymf,40,3
petey-piranha,paper-pumpkin-posse,0,78
petey-piranha,bojibbles,53,2
petey-piranha,u-w0t-m8,57,23
petey-piranha,the-great-dequeue-tree,53,1
petey-piranha,failedtomakeateamname_2jpg,0,71
petey-piranha,rest-in-pepperonis,39,2
petey-piranha,oversized-grow-lamp,0,65
petey-piranha,the-ladder-dwellers,43,0
petey-piranha,sudo-team,44,4
petey-piranha,one-man-down,35,20
petey-piranha,ratchet-rockers,64,7
petey-piranha,420_cultivate_it,51,0
petey-piranha,farally,52,3
petey-piranha,we-came-for-the-food,42,59
petey-piranha,lumate,30,3
petey-piranha,the-ancients-are-at-mac-ten-spittin,73,0
petey-piranha,mendelian-nightmare,58,2
petey-piranha,teem-bahd-spelers,1,65
petey-piranha,little-team-of-horrors,42,1
petey-piranha,farm-simulator-2014,18,48
petey-piranha,cognitive-play,54,22
petey-piranha,team-gen-knoxx,39,1
petey-piranha,golbat-plants,13,48
petey-piranha,we-came-for-the-shirts,48,2
petey-piranha,the-square-roots,3,58
petey-piranha,7-liters-of-darkness,16,67
petey-piranha,the-casuals,39,4
petey-piranha,tbredblacktree,46,2
petey-piranha,the-deku-scrubs,7,61
oversized-grow-lamp,noobcoder,14,0
oversized-grow-lamp,kingdom-of-afternoon-naps,36,0
oversized-grow-lamp,the-mad-robotanists,57,79
oversized-grow-lamp,chios,43,0
oversized-grow-lamp,wut,26,0
oversized-grow-lamp,binary-tree-stars,41,0
oversized-grow-lamp,nausicaa,94,0
oversized-grow-lamp,the-goldman-clause,41,61
oversized-grow-lamp,something-fun,72,1
oversized-grow-lamp,needs-review,71,32
oversized-grow-lamp,the-bagelers,79,0
oversized-grow-lamp,the-casuals,10,0
oversized-grow-lamp,nurv,27,0
oversized-grow-lamp,gg-no-re,22,0
oversized-grow-lamp,linymf,22,0
oversized-grow-lamp,paper-pumpkin-posse,18,125
oversized-grow-lamp,bojibbles,32,0
oversized-grow-lamp,u-w0t-m8,58,1
oversized-grow-lamp,the-great-dequeue-tree,26,0
oversized-grow-lamp,failedtomakeateamname_2jpg,76,0
oversized-grow-lamp,rest-in-pepperonis,19,0
oversized-grow-lamp,the-ladder-dwellers,21,0
oversized-grow-lamp,sudo-team,19,0
oversized-grow-lamp,lumate,16,0
oversized-grow-lamp,one-man-down,34,0
oversized-grow-lamp,ratchet-rockers,49,0
oversized-grow-lamp,420_cultivate_it,33,0
oversized-grow-lamp,farally,35,0
oversized-grow-lamp,we-came-for-the-food,106,0
oversized-grow-lamp,null,48,0
oversized-grow-lamp,the-ancients-are-at-mac-ten-spittin,57,0
oversized-grow-lamp,mendelian-nightmare,64,0
oversized-grow-lamp,teem-bahd-spelers,88,36
oversized-grow-lamp,little-team-of-horrors,31,0
oversized-grow-lamp,cognitive-play,84,3
oversized-grow-lamp,team-gen-knoxx,9,0
oversized-grow-lamp,petey-piranha,65,0
oversized-grow-lamp,golbat-plants,40,68
oversized-grow-lamp,we-came-for-the-shirts,48,0
oversized-grow-lamp,the-square-roots,107,7
oversized-grow-lamp,7-liters-of-darkness,36,16
oversized-grow-lamp,farm-simulator-2014,81,2
oversized-grow-lamp,tbredblacktree,35,0
oversized-grow-lamp,the-deku-scrubs,10,106
we-came-for-the-shirts,noobcoder,39,16
we-came-for-the-shirts,kingdom-of-afternoon-naps,25,39
we-came-for-the-shirts,the-mad-robotanists,0,39
we-came-for-the-shirts,chios,33,36
we-came-for-the-shirts,wut,71,2
we-came-for-the-shirts,binary-tree-stars,8,70
we-came-for-the-shirts,nausicaa,1,53
we-came-for-the-shirts,we-came-for-the-food,0,52
we-came-for-the-shirts,needs-review,2,37
we-came-for-the-shirts,something-fun,0,67
we-came-for-the-shirts,the-goldman-clause,0,33
we-came-for-the-shirts,the-bagelers,1,65
we-came-for-the-shirts,the-casuals,53,6
we-came-for-the-shirts,nurv,69,3
we-came-for-the-shirts,gg-no-re,63,1
we-came-for-the-shirts,linymf,49,0
we-came-for-the-shirts,teem-bahd-spelers,0,59
we-came-for-the-shirts,bojibbles,58,3
we-came-for-the-shirts,u-w0t-m8,1,56
we-came-for-the-shirts,the-great-dequeue-tree,66,5
we-came-for-the-shirts,failedtomakeateamname_2jpg,0,62
we-came-for-the-shirts,rest-in-pepperonis,49,22
we-came-for-the-shirts,oversized-grow-lamp,0,48
we-came-for-the-shirts,the-ladder-dwellers,56,5
we-came-for-the-shirts,sudo-team,59,4
we-came-for-the-shirts,one-man-down,0,47
we-came-for-the-shirts,ratchet-rockers,40,19
we-came-for-the-shirts,420_cultivate_it,57,21
we-came-for-the-shirts,farally,64,10
we-came-for-the-shirts,lumate,48,9
we-came-for-the-shirts,null,68,26
we-came-for-the-shirts,the-ancients-are-at-mac-ten-spittin,13,57
we-came-for-the-shirts,mendelian-nightmare,7,44
we-came-for-the-shirts,paper-pumpkin-posse,0,43
we-came-for-the-shirts,little-team-of-horrors,51,6
we-came-for-the-shirts,cognitive-play,2,56
we-came-for-the-shirts,team-gen-knoxx,42,7
we-came-for-the-shirts,petey-piranha,2,48
we-came-for-the-shirts,golbat-plants,0,40
we-came-for-the-shirts,the-square-roots,0,57
we-came-for-the-shirts,7-liters-of-darkness,6,43
we-came-for-the-shirts,farm-simulator-2014,0,54
we-came-for-the-shirts,tbredblacktree,66,7
we-came-for-the-shirts,the-deku-scrubs,0,40
the-square-roots,kingdom-of-afternoon-naps,40,0
the-square-roots,noobcoder,26,0
the-square-roots,the-mad-robotanists,91,14
the-square-roots,the-casuals,13,0
the-square-roots,chios,32,0
the-square-roots,wut,27,0
the-square-roots,binary-tree-stars,67,0
the-square-roots,nausicaa,74,0
the-square-roots,needs-review,16,68
the-square-roots,something-fun,41,30
the-square-roots,the-goldman-clause,10,87
the-square-roots,the-bagelers,48,12
the-square-roots,null,52,0
the-square-roots,nurv,23,0
the-square-roots,gg-no-re,19,0
the-square-roots,linymf,29,0
the-square-roots,paper-pumpkin-posse,9,126
the-square-roots,bojibbles,37,1
the-square-roots,u-w0t-m8,90,3
the-square-roots,the-great-dequeue-tree,34,0
the-square-roots,failedtomakeateamname_2jpg,80,5
the-square-roots,rest-in-pepperonis,29,0
the-square-roots,oversized-grow-lamp,7,107
the-square-roots,the-ladder-dwellers,21,0
the-square-roots,sudo-team,23,0
the-square-roots,one-man-down,51,1
the-square-roots,ratchet-rockers,45,0
the-square-roots,420_cultivate_it,43,0
the-square-roots,farally,40,0
the-square-roots,we-came-for-the-food,61,22
the-square-roots,lumate,26,0
the-square-roots,the-ancients-are-at-mac-ten-spittin,57,0
the-square-roots,mendelian-nightmare,58,4
the-square-roots,teem-bahd-spelers,53,63
the-square-roots,little-team-of-horrors,33,0
the-square-roots,cognitive-play,50,29
the-square-roots,team-gen-knoxx,11,0
the-square-roots,petey-piranha,58,3
the-square-roots,golbat-plants,13,70
the-square-roots,we-came-for-the-shirts,57,0
the-square-roots,7-liters-of-darkness,81,6
the-square-roots,farm-simulator-2014,53,42
the-square-roots,tbredblacktree,41,0
the-square-roots,the-deku-scrubs,79,17
7-liters-of-darkness,kingdom-of-afternoon-naps,46,6
7-liters-of-darkness,noobcoder,26,2
7-liters-of-darkness,the-mad-robotanists,10,76
7-liters-of-darkness,chios,54,0
7-liters-of-darkness,wut,39,2
7-liters-of-darkness,binary-tree-stars,55,3
7-liters-of-darkness,nausicaa,3,66
7-liters-of-darkness,golbat-plants,12,74
7-liters-of-darkness,the-goldman-clause,0,66
7-liters-of-darkness,something-fun,65,5
7-liters-of-darkness,needs-review,0,69
7-liters-of-darkness,the-bagelers,63,5
7-liters-of-darkness,null,44,14
7-liters-of-darkness,nurv,48,3
7-liters-of-darkness,gg-no-re,32,4
7-liters-of-darkness,linymf,34,2
7-liters-of-darkness,the-casuals,35,6
7-liters-of-darkness,bojibbles,36,7
7-liters-of-darkness,u-w0t-m8,48,19
7-liters-of-darkness,the-great-dequeue-tree,48,5
7-liters-of-darkness,failedtomakeateamname_2jpg,42,31
7-liters-of-darkness,rest-in-pepperonis,35,5
7-liters-of-darkness,the-ladder-dwellers,40,2
7-liters-of-darkness,sudo-team,40,1
7-liters-of-darkness,teem-bahd-spelers,15,64
7-liters-of-darkness,one-man-down,44,12
7-liters-of-darkness,ratchet-rockers,58,6
7-liters-of-darkness,420_cultivate_it,55,4
7-liters-of-darkness,farally,57,4
7-liters-of-darkness,we-came-for-the-food,20,41
7-liters-of-darkness,lumate,32,4
7-liters-of-darkness,the-ancients-are-at-mac-ten-spittin,49,18
7-liters-of-darkness,petey-piranha,67,16
7-liters-of-darkness,paper-pumpkin-posse,1,60
7-liters-of-darkness,little-team-of-horrors,50,5
7-liters-of-darkness,cognitive-play,9,47
7-liters-of-darkness,team-gen-knoxx,21,1
7-liters-of-darkness,mendelian-nightmare,47,20
7-liters-of-darkness,oversized-grow-lamp,16,36
7-liters-of-darkness,we-came-for-the-shirts,43,6
7-liters-of-darkness,the-square-roots,6,81
7-liters-of-darkness,farm-simulator-2014,11,73
7-liters-of-darkness,tbredblacktree,45,7
7-liters-of-darkness,the-deku-scrubs,29,67
the-casuals,noobcoder,75,19
the-casuals,kingdom-of-afternoon-naps,30,41
the-casuals,the-mad-robotanists,0,13
the-casuals,chios,6,82
the-casuals,wut,28,71
the-casuals,binary-tree-stars,3,49
the-casuals,nausicaa,0,30
the-casuals,needs-review,0,19
the-casuals,something-fun,0,40
the-casuals,the-goldman-clause,0,9
the-casuals,the-bagelers,0,46
the-casuals,null,0,57
the-casuals,nurv,24,74
the-casuals,gg-no-re,90,50
the-casuals,linymf,16,67
the-casuals,paper-pumpkin-posse,0,12
the-casuals,bojibbles,19,60
the-casuals,u-w0t-m8,0,33
the-casuals,the-great-dequeue-tree,26,82
the-casuals,failedtomakeateamname_2jpg,0,36
the-casuals,rest-in-pepperonis,21,39
the-casuals,oversized-grow-lamp,0,10
the-casuals,the-ladder-dwellers,30,84
the-casuals,sudo-team,26,88
the-casuals,one-man-down,0,35
the-casuals,ratchet-rockers,2,63
the-casuals,420_cultivate_it,0,89
the-casuals,farally,19,78
the-casuals,we-came-for-the-food,7,22
the-casuals,lumate,111,0
the-casuals,the-ancients-are-at-mac-ten-spittin,0,37
the-casuals,mendelian-nightmare,7,54
the-casuals,teem-bahd-spelers,0,10
the-casuals,little-team-of-horrors,2,79
the-casuals,cognitive-play,1,26
the-casuals,team-gen-knoxx,10,104
the-casuals,petey-piranha,4,39
the-casuals,golbat-plants,0,16
the-casuals,we-came-for-the-shirts,6,53
the-casuals,the-square-roots,0,13
the-casuals,7-liters-of-darkness,6,35
the-casuals,farm-simulator-2014,0,21
the-casuals,tbredblacktree,23,56
the-casuals,the-deku-scrubs,0,27
tbredblacktree,noobcoder,29,42
tbredblacktree,kingdom-of-afternoon-naps,0,74
tbredblacktree,the-mad-robotanists,0,27
tbredblacktree,the-casuals,56,23
tbredblacktree,chios,26,42
tbredblacktree,wut,60,23
tbredblacktree,binary-tree-stars,27,35
tbredblacktree,nausicaa,0,37
tbredblacktree,golbat-plants,0,36
tbredblacktree,the-goldman-clause,1,28
tbredblacktree,something-fun,0,59
tbredblacktree,needs-review,1,30
tbredblacktree,the-bagelers,0,59
tbredblacktree,null,1,62
tbredblacktree,nurv,57,15
tbredblacktree,gg-no-re,65,18
tbredblacktree,linymf,49,12
tbredblacktree,paper-pumpkin-posse,0,20
tbredblacktree,bojibbles,58,29
tbredblacktree,u-w0t-m8,17,41
tbredblacktree,the-great-dequeue-tree,54,15
tbredblacktree,failedtomakeateamname_2jpg,2,51
tbredblacktree,rest-in-pepperonis,47,21
tbredblacktree,the-ladder-dwellers,59,16
tbredblacktree,sudo-team,57,22
tbredblacktree,one-man-down,9,52
tbredblacktree,ratchet-rockers,39,36
tbredblacktree,420_cultivate_it,10,53
tbredblacktree,farally,66,33
tbredblacktree,lumate,45,32
tbredblacktree,we-came-for-the-food,0,51
tbredblacktree,the-ancients-are-at-mac-ten-spittin,0,73
tbredblacktree,petey-piranha,2,46
tbredblacktree,teem-bahd-spelers,0,35
tbredblacktree,little-team-of-horrors,38,17
tbredblacktree,cognitive-play,2,28
tbredblacktree,team-gen-knoxx,42,12
tbredblacktree,mendelian-nightmare,4,43
tbredblacktree,oversized-grow-lamp,0,35
tbredblacktree,we-came-for-the-shirts,7,66
tbredblacktree,the-square-roots,0,41
tbredblacktree,7-liters-of-darkness,7,45
tbredblacktree,farm-simulator-2014,2,51
tbredblacktree,the-deku-scrubs,0,46
the-deku-scrubs,noobcoder,20,0
the-deku-scrubs,kingdom-of-afternoon-naps,38,0
the-deku-scrubs,the-mad-robotanists,11,74
the-deku-scrubs,the-casuals,27,0
the-deku-scrubs,chios,53,0
the-deku-scrubs,wut,25,0
the-deku-scrubs,binary-tree-stars,83,2
the-deku-scrubs,nausicaa,2,81
the-deku-scrubs,golbat-plants,64,45
the-deku-scrubs,the-goldman-clause,57,18
the-deku-scrubs,something-fun,71,1
the-deku-scrubs,needs-review,10,61
the-deku-scrubs,the-bagelers,20,46
the-deku-scrubs,null,63,0
the-deku-scrubs,nurv,30,0
the-deku-scrubs,gg-no-re,19,0
the-deku-scrubs,linymf,21,0
the-deku-scrubs,paper-pumpkin-posse,16,114
the-deku-scrubs,bojibbles,35,0
the-deku-scrubs,u-w0t-m8,71,0
the-deku-scrubs,the-great-dequeue-tree,31,0
the-deku-scrubs,failedtomakeateamname_2jpg,83,0
the-deku-scrubs,rest-in-pepperonis,25,0
the-deku-scrubs,the-ladder-dwellers,33,0
the-deku-scrubs,sudo-team,21,0
the-deku-scrubs,one-man-down,49,11
the-deku-scrubs,ratchet-rockers,39,0
the-deku-scrubs,420_cultivate_it,42,0
the-deku-scrubs,farally,49,0
the-deku-scrubs,lumate,27,0
the-deku-scrubs,we-came-for-the-food,58,10
the-deku-scrubs,the-ancients-are-at-mac-ten-spittin,67,0
the-deku-scrubs,mendelian-nightmare,53,1
the-deku-scrubs,teem-bahd-spelers,0,88
the-deku-scrubs,little-team-of-horrors,24,0
the-deku-scrubs,cognitive-play,95,14
the-deku-scrubs,team-gen-knoxx,12,0
the-deku-scrubs,petey-piranha,61,7
the-deku-scrubs,oversized-grow-lamp,106,10
the-deku-scrubs,we-came-for-the-shirts,40,0
the-deku-scrubs,the-square-roots,17,79
the-deku-scrubs,7-liters-of-darkness,67,29
the-deku-scrubs,farm-simulator-2014,74,20
the-deku-scrubs,tbredblacktree,46,0
